"category","name","link","description"
"General-Purpose Machine Learning","Sklearn-genetic-opt","https://github.com/rodrigo-arenas/Sklearn-genetic-opt","Sklearn-genetic-opt: An AutoML package for hyperparameters tuning using evolutionary algorithms, with built-in callbacks, plotting, remote logging and more."
"General-Purpose Machine Learning","Evidently","https://github.com/evidentlyai/evidently","Evidently: Interactive reports to analyze machine learning models during validation or production monitoring."
"General-Purpose Machine Learning","Streamlit","https://github.com/streamlit/streamlit","Streamlit: Streamlit is an framework to create beautiful data apps in hours, not weeks."
"General-Purpose Machine Learning","Optuna","https://github.com/optuna/optuna","Optuna: Optuna is an automatic hyperparameter optimization software framework, particularly designed for machine learning."
"General-Purpose Machine Learning","Deepchecks","https://github.com/deepchecks/deepchecks","Deepchecks: Validation & testing of machine learning models and data during model development, deployment, and production. This includes checks and suites related to various types of issues, such as model performance, data integrity, distribution mismatches, and more."
"General-Purpose Machine Learning","Shapash","https://github.com/MAIF/shapash","Shapash : Shapash is a Python library that provides several types of visualization that display explicit labels that everyone can understand."
"General-Purpose Machine Learning","Eurybia","https://github.com/MAIF/eurybia","Eurybia: Eurybia monitors data and model drift over time and securizes model deployment with data validation."
"General-Purpose Machine Learning","Colossal-AI","https://github.com/hpcaitech/ColossalAI","Colossal-AI: An open-source deep learning system for large-scale model training and inference with high efficiency and low cost."
"General-Purpose Machine Learning","dirty_cat","https://github.com/dirty-cat/dirty_cat","dirty_cat - facilitates machine-learning on dirty, non-curated categories. It provides transformers and encoders robust to morphological variants, such as typos."
"General-Purpose Machine Learning","Upgini","https://github.com/upgini/upgini","Upgini: Free automated data & feature enrichment library for machine learning - automatically searches through thousands of ready-to-use features from public and community shared data sources and enriches your training dataset with only the accuracy improving features."
"General-Purpose Machine Learning","AutoML-Implementation-for-Static-and-Dynamic-Data-Analytics","https://github.com/Western-OC2-Lab/AutoML-Implementation-for-Static-and-Dynamic-Data-Analytics","AutoML-Implementation-for-Static-and-Dynamic-Data-Analytics: A tutorial to help machine learning researchers to automatically obtain optimized machine learning models with the optimal learning performance on any specific task."
"General-Purpose Machine Learning","SKBEL","https://github.com/robinthibaut/skbel","SKBEL: A Python library for Bayesian Evidential Learning (BEL) in order to estimate the uncertainty of a prediction."
"General-Purpose Machine Learning","NannyML","https://bit.ly/nannyml-github-machinelearning","NannyML: Python library capable of fully capturing the impact of data drift on performance. Allows estimation of post-deployment model performance without access to targets."
"Data Analysis / Data Visualization","DataVisualization","https://github.com/Shanky-21/Data_visualization","DataVisualization - A GitHub Repository Where you can Learn Datavisualizatoin Basics to Intermediate level."
"Data Analysis / Data Visualization","Cartopy","https://scitools.org.uk/cartopy/docs/latest/","Cartopy - Cartopy is a Python package designed for geospatial data processing in order to produce maps and other geospatial data analyses."
"Data Analysis / Data Visualization","SciPy","https://www.scipy.org/","SciPy - A Python-based ecosystem of open-source software for mathematics, science, and engineering."
"Data Analysis / Data Visualization","NumPy","https://www.numpy.org/","NumPy - A fundamental package for scientific computing with Python."
"Data Analysis / Data Visualization","AutoViz","https://github.com/AutoViML/AutoViz","AutoViz AutoViz performs automatic visualization of any dataset with a single line of Python code. Give it any input file (CSV, txt or JSON) of any size and AutoViz will visualize it. See Medium article."
"Data Analysis / Data Visualization","Numba","https://numba.pydata.org/","Numba - Python JIT (just in time) compiler to LLVM aimed at scientific Python by the developers of Cython and NumPy."
"Data Analysis / Data Visualization","Mars","https://github.com/mars-project/mars","Mars - A tensor-based framework for large-scale data computation which is often regarded as a parallel and distributed version of NumPy."
"Data Analysis / Data Visualization","NetworkX","https://networkx.github.io/","NetworkX - A high-productivity software for complex networks."
"Data Analysis / Data Visualization","igraph","https://igraph.org/python/","igraph - binding to igraph library - General purpose graph library."
"Data Analysis / Data Visualization","Pandas","https://pandas.pydata.org/","Pandas - A library providing high-performance, easy-to-use data structures and data analysis tools."
"Data Analysis / Data Visualization","ParaMonte","https://github.com/cdslaborg/paramonte","ParaMonte - A general-purpose Python library for Bayesian data analysis and visualization via serial/parallel Monte Carlo and MCMC simulations. Documentation can be found here."
"Data Analysis / Data Visualization","Vaex","https://github.com/vaexio/vaex","Vaex - A high performance Python library for lazy Out-of-Core DataFrames (similar to Pandas), to visualize and explore big tabular datasets. Documentation can be found here."
"Data Analysis / Data Visualization","Open Mining","https://github.com/mining/mining","Open Mining - Business Intelligence (BI) in Python (Pandas web interface) [Deprecated]"
"Data Analysis / Data Visualization","PyMC","https://github.com/pymc-devs/pymc","PyMC - Markov Chain Monte Carlo sampling toolkit."
"Data Analysis / Data Visualization","zipline","https://github.com/quantopian/zipline","zipline - A Pythonic algorithmic trading library."
"Data Analysis / Data Visualization","PyDy","https://www.pydy.org/","PyDy - Short for Python Dynamics, used to assist with workflow in the modelling of dynamic motion based around NumPy, SciPy, IPython, and matplotlib."
"Data Analysis / Data Visualization","SymPy","https://github.com/sympy/sympy","SymPy - A Python library for symbolic mathematics."
"Data Analysis / Data Visualization","statsmodels","https://github.com/statsmodels/statsmodels","statsmodels - Statistical modelling and econometrics in Python."
"Data Analysis / Data Visualization","astropy","https://www.astropy.org/","astropy - A community Python library for Astronomy."
"Data Analysis / Data Visualization","matplotlib","https://matplotlib.org/","matplotlib - A Python 2D plotting library."
"Data Analysis / Data Visualization","bokeh","https://github.com/bokeh/bokeh","bokeh - Interactive Web Plotting for Python."
"Data Analysis / Data Visualization","plotly","https://plot.ly/python/","plotly - Collaborative web plotting for Python and matplotlib."
"Data Analysis / Data Visualization","altair","https://github.com/altair-viz/altair","altair - A Python to Vega translator."
"Data Analysis / Data Visualization","d3py","https://github.com/mikedewar/d3py","d3py - A plotting library for Python, based on D3.js."
"Data Analysis / Data Visualization","PyDexter","https://github.com/D3xterjs/pydexter","PyDexter - Simple plotting for Python. Wrapper for D3xterjs; easily render charts in-browser."
"Data Analysis / Data Visualization","ggplot","https://github.com/yhat/ggpy","ggplot - Same API as ggplot2 for R. [Deprecated]"
"Data Analysis / Data Visualization","ggfortify","https://github.com/sinhrks/ggfortify","ggfortify - Unified interface to ggplot2 popular R packages."
"Data Analysis / Data Visualization","Kartograph.py","https://github.com/kartograph/kartograph.py","Kartograph.py - Rendering beautiful SVG maps in Python."
"Data Analysis / Data Visualization","pygal","http://pygal.org/en/stable/","pygal - A Python SVG Charts Creator."
"Data Analysis / Data Visualization","PyQtGraph","https://github.com/pyqtgraph/pyqtgraph","PyQtGraph - A pure-python graphics and GUI library built on PyQt4 / PySide and NumPy."
"Data Analysis / Data Visualization","pycascading","https://github.com/twitter/pycascading","pycascading [Deprecated]"
"Data Analysis / Data Visualization","Petrel","https://github.com/AirSage/Petrel","Petrel - Tools for writing, submitting, debugging, and monitoring Storm topologies in pure Python."
"Data Analysis / Data Visualization","Blaze","https://github.com/blaze/blaze","Blaze - NumPy and Pandas interface to Big Data."
"Data Analysis / Data Visualization","emcee","https://github.com/dfm/emcee","emcee - The Python ensemble sampling toolkit for affine-invariant MCMC."
"Data Analysis / Data Visualization","windML","https://github.com/cigroup-ol/windml","windML - A Python Framework for Wind Energy Analysis and Prediction."
"Data Analysis / Data Visualization","vispy","https://github.com/vispy/vispy","vispy - GPU-based high-performance interactive OpenGL 2D/3D data visualization library."
"Data Analysis / Data Visualization","cerebro2","https://github.com/numenta/nupic.cerebro2","cerebro2 A web-based visualization and debugging platform for NuPIC. [Deprecated]"
"Data Analysis / Data Visualization","NuPIC Studio","https://github.com/htm-community/nupic.studio","NuPIC Studio An all-in-one NuPIC Hierarchical Temporal Memory visualization and debugging super-tool! [Deprecated]"
"Data Analysis / Data Visualization","SparklingPandas","https://github.com/sparklingpandas/sparklingpandas","SparklingPandas Pandas on PySpark (POPS)."
"Data Analysis / Data Visualization","Seaborn","https://seaborn.pydata.org/","Seaborn - A python visualization library based on matplotlib."
"Data Analysis / Data Visualization","ipychart","https://github.com/nicohlr/ipychart","ipychart - The power of Chart.js in Jupyter Notebook."
"Data Analysis / Data Visualization","bqplot","https://github.com/bloomberg/bqplot","bqplot - An API for plotting in Jupyter (IPython)."
"Data Analysis / Data Visualization","pastalog","https://github.com/rewonc/pastalog","pastalog - Simple, realtime visualization of neural network training performance."
"Data Analysis / Data Visualization","Superset","https://github.com/apache/incubator-superset","Superset - A data exploration platform designed to be visual, intuitive, and interactive."
"Data Analysis / Data Visualization","Dora","https://github.com/nathanepstein/dora","Dora - Tools for exploratory data analysis in Python."
"Data Analysis / Data Visualization","Ruffus","http://www.ruffus.org.uk","Ruffus - Computation Pipeline library for python."
"Data Analysis / Data Visualization","SOMPY","https://github.com/sevamoo/SOMPY","SOMPY - Self Organizing Map written in Python (Uses neural networks for data analysis)."
"Data Analysis / Data Visualization","somoclu","https://github.com/peterwittek/somoclu","somoclu Massively parallel self-organizing maps: accelerate training on multicore CPUs, GPUs, and clusters, has python API."
"Data Analysis / Data Visualization","HDBScan","https://github.com/lmcinnes/hdbscan","HDBScan - implementation of the hdbscan algorithm in Python - used for clustering"
"Data Analysis / Data Visualization","visualize_ML","https://github.com/ayush1997/visualize_ML","visualize_ML - A python package for data exploration and data analysis. [Deprecated]"
"Data Analysis / Data Visualization","scikit-plot","https://github.com/reiinakano/scikit-plot","scikit-plot - A visualization library for quick and easy generation of common plots in data analysis and machine learning."
"Data Analysis / Data Visualization","Bowtie","https://github.com/jwkvam/bowtie","Bowtie - A dashboard library for interactive visualizations using flask socketio and react."
"Data Analysis / Data Visualization","lime","https://github.com/marcotcr/lime","lime - Lime is about explaining what machine learning classifiers (or models) are doing. It is able to explain any black box classifier, with two or more classes."
"Data Analysis / Data Visualization","PyCM","https://github.com/sepandhaghighi/pycm","PyCM - PyCM is a multi-class confusion matrix library written in Python that supports both input data vectors and direct matrix, and a proper tool for post-classification model evaluation that supports most classes and overall statistics parameters"
"Data Analysis / Data Visualization","Dash","https://github.com/plotly/dash","Dash - A framework for creating analytical web applications built on top of Plotly.js, React, and Flask"
"Data Analysis / Data Visualization","Lambdo","https://github.com/asavinov/lambdo","Lambdo - A workflow engine for solving machine learning problems by combining in one analysis pipeline (i) feature engineering and machine learning (ii) model training and prediction (iii) table population and column evaluation via user-defined (Python) functions."
"Data Analysis / Data Visualization","TensorWatch","https://github.com/microsoft/tensorwatch","TensorWatch - Debugging and visualization tool for machine learning and data science. It extensively leverages Jupyter Notebook to show real-time visualizations of data in running processes such as machine learning training."
"Data Analysis / Data Visualization","dowel","https://github.com/rlworkgroup/dowel","dowel - A little logger for machine learning research. Output any object to the terminal, CSV, TensorBoard, text logs on disk, and more with just one call to logger.log()."
"Misc Scripts / iPython Notebooks / Codebases","MiniGrad","https://github.com/kennysong/minigrad","MiniGrad – A minimal, educational, Pythonic implementation of autograd (~100 loc)."
"Misc Scripts / iPython Notebooks / Codebases","Map/Reduce implementations of common ML algorithms","https://github.com/Yannael/BigDataAnalytics_INFOH515","Map/Reduce implementations of common ML algorithms: Jupyter notebooks that cover how to implement from scratch different ML algorithms (ordinary least squares, gradient descent, k-means, alternating least squares), using Python NumPy, and how to then make these implementations scalable using Map/Reduce and Spark."
"Misc Scripts / iPython Notebooks / Codebases","BioPy","https://github.com/jaredthecoder/BioPy","BioPy - Biologically-Inspired and Machine Learning Algorithms in Python. [Deprecated]"
"Misc Scripts / iPython Notebooks / Codebases","CAEs for Data Assimilation","https://github.com/julianmack/Data_Assimilation","CAEs for Data Assimilation - Convolutional autoencoders for 3D image/field compression applied to reduced order Data Assimilation."
"Misc Scripts / iPython Notebooks / Codebases","handsonml","https://github.com/ageron/handson-ml","handsonml - Fundamentals of machine learning in python."
"Misc Scripts / iPython Notebooks / Codebases","SVM Explorer","https://github.com/plotly/dash-svm","SVM Explorer - Interactive SVM Explorer, using Dash and scikit-learn"
"Misc Scripts / iPython Notebooks / Codebases","pattern_classification","https://github.com/rasbt/pattern_classification","pattern_classification"
"Misc Scripts / iPython Notebooks / Codebases","thinking stats 2","https://github.com/Wavelets/ThinkStats2","thinking stats 2"
"Misc Scripts / iPython Notebooks / Codebases","hyperopt","https://github.com/hyperopt/hyperopt-sklearn","hyperopt"
"Misc Scripts / iPython Notebooks / Codebases","numpic","https://github.com/numenta/nupic","numpic"
"Misc Scripts / iPython Notebooks / Codebases","2012-paper-diginorm","https://github.com/dib-lab/2012-paper-diginorm","2012-paper-diginorm"
"Misc Scripts / iPython Notebooks / Codebases","A gallery of interesting IPython notebooks","https://github.com/jupyter/jupyter/wiki/A-gallery-of-interesting-Jupyter-Notebooks","A gallery of interesting IPython notebooks"
"Misc Scripts / iPython Notebooks / Codebases","ipython-notebooks","https://github.com/ogrisel/notebooks","ipython-notebooks"
"Misc Scripts / iPython Notebooks / Codebases","data-science-ipython-notebooks","https://github.com/donnemartin/data-science-ipython-notebooks","data-science-ipython-notebooks - Continually updated Data Science Python Notebooks: Spark, Hadoop MapReduce, HDFS, AWS, Kaggle, scikit-learn, matplotlib, pandas, NumPy, SciPy, and various command lines."
"Misc Scripts / iPython Notebooks / Codebases","decision-weights","https://github.com/CamDavidsonPilon/decision-weights","decision-weights"
"Misc Scripts / iPython Notebooks / Codebases","Sarah Palin LDA","https://github.com/Wavelets/sarah-palin-lda","Sarah Palin LDA - Topic Modelling the Sarah Palin emails."
"Misc Scripts / iPython Notebooks / Codebases","Diffusion Segmentation","https://github.com/Wavelets/diffusion-segmentation","Diffusion Segmentation - A collection of image segmentation algorithms based on diffusion methods."
"Misc Scripts / iPython Notebooks / Codebases","Scipy Tutorials","https://github.com/Wavelets/scipy-tutorials","Scipy Tutorials - SciPy tutorials. This is outdated, check out scipy-lecture-notes."
"Misc Scripts / iPython Notebooks / Codebases","Crab","https://github.com/marcelcaraciolo/crab","Crab - A recommendation engine library for Python."
"Misc Scripts / iPython Notebooks / Codebases","BayesPy","https://github.com/maxsklar/BayesPy","BayesPy - Bayesian Inference Tools in Python."
"Misc Scripts / iPython Notebooks / Codebases","scikit-learn tutorials","https://github.com/GaelVaroquaux/scikit-learn-tutorial","scikit-learn tutorials - Series of notebooks for learning scikit-learn."
"Misc Scripts / iPython Notebooks / Codebases","sentiment-analyzer","https://github.com/madhusudancs/sentiment-analyzer","sentiment-analyzer - Tweets Sentiment Analyzer"
"Misc Scripts / iPython Notebooks / Codebases","sentiment_classifier","https://github.com/kevincobain2000/sentiment_classifier","sentiment_classifier - Sentiment classifier using word sense disambiguation."
"Misc Scripts / iPython Notebooks / Codebases","group-lasso","https://github.com/fabianp/group_lasso","group-lasso - Some experiments with the coordinate descent algorithm used in the (Sparse) Group Lasso model."
"Misc Scripts / iPython Notebooks / Codebases","jProcessing","https://github.com/kevincobain2000/jProcessing","jProcessing - Kanji / Hiragana / Katakana to Romaji Converter. Edict Dictionary & parallel sentences Search. Sentence Similarity between two JP Sentences. Sentiment Analysis of Japanese Text. Run Cabocha(ISO--8859-1 configured) in Python."
"Misc Scripts / iPython Notebooks / Codebases","mne-python-notebooks","https://github.com/mne-tools/mne-python-notebooks","mne-python-notebooks - IPython notebooks for EEG/MEG data processing using mne-python."
"Misc Scripts / iPython Notebooks / Codebases","Neon Course","https://github.com/NervanaSystems/neon_course","Neon Course - IPython notebooks for a complete course around understanding Nervana's Neon."
"Misc Scripts / iPython Notebooks / Codebases","pandas cookbook","https://github.com/jvns/pandas-cookbook","pandas cookbook - Recipes for using Python's pandas library."
"Misc Scripts / iPython Notebooks / Codebases","climin","https://github.com/BRML/climin","climin - Optimization library focused on machine learning, pythonic implementations of gradient descent, LBFGS, rmsprop, adadelta and others."
"Misc Scripts / iPython Notebooks / Codebases","Allen Downey’s Data Science Course","https://github.com/AllenDowney/DataScience","Allen Downey’s Data Science Course - Code for Data Science at Olin College, Spring 2014."
"Misc Scripts / iPython Notebooks / Codebases","Allen Downey’s Think Bayes Code","https://github.com/AllenDowney/ThinkBayes","Allen Downey’s Think Bayes Code - Code repository for Think Bayes."
"Misc Scripts / iPython Notebooks / Codebases","Allen Downey’s Think Complexity Code","https://github.com/AllenDowney/ThinkComplexity","Allen Downey’s Think Complexity Code - Code for Allen Downey's book Think Complexity."
"Misc Scripts / iPython Notebooks / Codebases","Allen Downey’s Think OS Code","https://github.com/AllenDowney/ThinkOS","Allen Downey’s Think OS Code - Text and supporting code for Think OS: A Brief Introduction to Operating Systems."
"Misc Scripts / iPython Notebooks / Codebases","Python Programming for the Humanities","https://www.karsdorp.io/python-course/","Python Programming for the Humanities - Course for Python programming for the Humanities, assuming no prior knowledge. Heavy focus on text processing / NLP."
"Misc Scripts / iPython Notebooks / Codebases","GreatCircle","https://github.com/mwgg/GreatCircle","GreatCircle - Library for calculating great circle distance."
"Misc Scripts / iPython Notebooks / Codebases","Optunity examples","http://optunity.readthedocs.io/en/latest/notebooks/index.html","Optunity examples - Examples demonstrating how to use Optunity in synergy with machine learning libraries."
"Misc Scripts / iPython Notebooks / Codebases","Dive into Machine Learning  with Python Jupyter notebook and scikit-learn","https://github.com/hangtwenty/dive-into-machine-learning","Dive into Machine Learning  with Python Jupyter notebook and scikit-learn - ""I learned Python by hacking first, and getting serious later. I wanted to do this with Machine Learning. If this is your style, join me in getting a bit ahead of yourself."""
"Misc Scripts / iPython Notebooks / Codebases","TDB","https://github.com/ericjang/tdb","TDB - TensorDebugger (TDB) is a visual debugger for deep learning. It features interactive, node-by-node debugging and visualization for TensorFlow."
"Misc Scripts / iPython Notebooks / Codebases","Suiron","https://github.com/kendricktan/suiron/","Suiron - Machine Learning for RC Cars."
"Misc Scripts / iPython Notebooks / Codebases","Introduction to machine learning with scikit-learn","https://github.com/justmarkham/scikit-learn-videos","Introduction to machine learning with scikit-learn - IPython notebooks from Data School's video tutorials on scikit-learn."
"Misc Scripts / iPython Notebooks / Codebases","Practical XGBoost in Python","https://parrotprediction.teachable.com/p/practical-xgboost-in-python","Practical XGBoost in Python - comprehensive online course about using XGBoost in Python."
"Misc Scripts / iPython Notebooks / Codebases","Introduction to Machine Learning with Python","https://github.com/amueller/introduction_to_ml_with_python","Introduction to Machine Learning with Python - Notebooks and code for the book ""Introduction to Machine Learning with Python"""
"Misc Scripts / iPython Notebooks / Codebases","Pydata book","https://github.com/wesm/pydata-book","Pydata book - Materials and IPython notebooks for ""Python for Data Analysis"" by Wes McKinney, published by O'Reilly Media"
"Misc Scripts / iPython Notebooks / Codebases","Homemade Machine Learning","https://github.com/trekhleb/homemade-machine-learning","Homemade Machine Learning - Python examples of popular machine learning algorithms with interactive Jupyter demos and math being explained"
"Misc Scripts / iPython Notebooks / Codebases","Prodmodel","https://github.com/prodmodel/prodmodel","Prodmodel - Build tool for data science pipelines."
"Misc Scripts / iPython Notebooks / Codebases","the-elements-of-statistical-learning","https://github.com/maitbayev/the-elements-of-statistical-learning","the-elements-of-statistical-learning - This repository contains Jupyter notebooks implementing the algorithms found in the book and summary of the textbook."
"Misc Scripts / iPython Notebooks / Codebases","Hyperparameter-Optimization-of-Machine-Learning-Algorithms","https://github.com/LiYangHart/Hyperparameter-Optimization-of-Machine-Learning-Algorithms","Hyperparameter-Optimization-of-Machine-Learning-Algorithms - Code for hyperparameter tuning/optimization of machine learning and deep learning algorithms."
"Misc Scripts / iPython Notebooks / Codebases","Heart_Disease-Prediction","https://github.com/ShivamChoudhary17/Heart_Disease","Heart_Disease-Prediction - Given clinical parameters about a patient, can we predict whether or not they have heart disease?"
"Misc Scripts / iPython Notebooks / Codebases","Flight Fare Prediction","https://github.com/ShivamChoudhary17/Flight_Fare_Prediction","Flight Fare Prediction - This basically to gauge the understanding of Machine Learning Workflow and Regression technique in specific."
"Misc Scripts / iPython Notebooks / Codebases","Keras Tuner","https://github.com/keras-team/keras-tuner","Keras Tuner - An easy-to-use, scalable hyperparameter optimization framework that solves the pain points of hyperparameter search."
"Neural Networks","nn_builder","https://github.com/p-christ/nn_builder","
nn_builder - nn_builder is a python package that lets you build neural networks in 1 line
"
"Neural Networks","NeuralTalk","https://github.com/karpathy/neuraltalk","
NeuralTalk - NeuralTalk is a Python+numpy project for learning Multimodal Recurrent Neural Networks that describe images with sentences.
"
"Neural Networks","Neuron","https://github.com/molcik/python-neuron","
Neuron - Neuron is simple class for time series predictions. It's utilize LNU (Linear Neural Unit), QNU (Quadratic Neural Unit), RBF (Radial Basis Function), MLP (Multi Layer Perceptron), MLP-ELM (Multi Layer Perceptron - Extreme Learning Machine) neural networks learned with Gradient descent or LeLevenberg–Marquardt algorithm.
"
"Neural Networks","NeuralTalk","https://github.com/karpathy/neuraltalk2","
NeuralTalk - NeuralTalk is a Python+numpy project for learning Multimodal Recurrent Neural Networks that describe images with sentences. [Deprecated]
"
"Neural Networks","Neuron","https://github.com/molcik/python-neuron","
Neuron - Neuron is simple class for time series predictions. It's utilize LNU (Linear Neural Unit), QNU (Quadratic Neural Unit), RBF (Radial Basis Function), MLP (Multi Layer Perceptron), MLP-ELM (Multi Layer Perceptron - Extreme Learning Machine) neural networks learned with Gradient descent or LeLevenberg–Marquardt algorithm. [Deprecated]
"
"Neural Networks","Data Driven Code","https://github.com/atmb4u/data-driven-code","
Data Driven Code - Very simple implementation of neural networks for dummies in python without using any libraries, with detailed comments.
"
"Neural Networks","Machine Learning, Data Science and Deep Learning with Python","https://www.manning.com/livevideo/machine-learning-data-science-and-deep-learning-with-python","
Machine Learning, Data Science and Deep Learning with Python - LiveVideo course that covers machine learning, Tensorflow, artificial intelligence, and neural networks.
"
"Neural Networks","TResNet: High Performance GPU-Dedicated Architecture","https://github.com/mrT23/TResNet","
TResNet: High Performance GPU-Dedicated Architecture - TResNet models were designed and optimized to give the best speed-accuracy tradeoff out there on GPUs.
"
"Neural Networks","TResNet: Simple and powerful neural network library for python","https://github.com/zueve/neurolab","
TResNet: Simple and powerful neural network library for python - Variety of supported types of Artificial Neural Network and learning algorithms.
"
"Neural Networks","Jina AI","https://jina.ai/","
Jina AI An easier way to build neural search in the cloud. Compatible with Jupyter Notebooks.
"
"Neural Networks","sequitur","https://github.com/shobrook/sequitur","
sequitur PyTorch library for creating and training sequence autoencoders in just two lines of code
"
"Spiking Neural Networks","Rockpool","https://github.com/synsense/rockpool","Rockpool - A machine learning library for spiking neural networks. Supports training with both torch and jax pipelines, and deployment to neuromorphic hardware."
"Spiking Neural Networks","Sinabs","https://github.com/synsense/sinabs","Sinabs - A deep learning library for spiking neural networks which is based on PyTorch, focuses on fast training and supports inference on neuromorphic hardware."
"Spiking Neural Networks","Tonic","https://github.com/neuromorphs/tonic","Tonic - A library that makes downloading publicly available neuromorphic datasets a breeze and provides event-based data transformation/augmentation pipelines."
"Python Survival Analysis","lifelines","https://github.com/CamDavidsonPilon/lifelines","lifelines - lifelines is a complete survival analysis library, written in pure Python"
"Python Survival Analysis","Scikit-Survival","https://github.com/sebp/scikit-survival","Scikit-Survival - scikit-survival is a Python module for survival analysis built on top of scikit-learn. It allows doing survival analysis while utilizing the power of scikit-learn, e.g., for pre-processing or doing cross-validation."
"Federated Learning","Flower","https://flower.dev/","Flower - A unified approach to federated learning, analytics, and evaluation. Federate any workload, any ML framework, and any programming language."
"Federated Learning","PySyft","https://github.com/OpenMined/PySyft","PySyft - A Python library for secure and private Deep Learning."
"Federated Learning","Tensorflow-Federated","https://www.tensorflow.org/federated","Tensorflow-Federated A federated learning framework for machine learning and other computations on decentralized data."
"Kaggle Competition Source Code","open-solution-home-credit","https://github.com/neptune-ml/open-solution-home-credit","open-solution-home-credit -> source code and experiments results for Home Credit Default Risk."
"Kaggle Competition Source Code","open-solution-googleai-object-detection","https://github.com/neptune-ml/open-solution-googleai-object-detection","open-solution-googleai-object-detection -> source code and experiments results for Google AI Open Images - Object Detection Track."
"Kaggle Competition Source Code","open-solution-salt-identification","https://github.com/neptune-ml/open-solution-salt-identification","open-solution-salt-identification -> source code and experiments results for TGS Salt Identification Challenge."
"Kaggle Competition Source Code","open-solution-ship-detection","https://github.com/neptune-ml/open-solution-ship-detection","open-solution-ship-detection -> source code and experiments results for Airbus Ship Detection Challenge."
"Kaggle Competition Source Code","open-solution-data-science-bowl-2018","https://github.com/neptune-ml/open-solution-data-science-bowl-2018","open-solution-data-science-bowl-2018 -> source code and experiments results for 2018 Data Science Bowl."
"Kaggle Competition Source Code","open-solution-value-prediction","https://github.com/neptune-ml/open-solution-value-prediction","open-solution-value-prediction -> source code and experiments results for Santander Value Prediction Challenge."
"Kaggle Competition Source Code","open-solution-toxic-comments","https://github.com/neptune-ml/open-solution-toxic-comments","open-solution-toxic-comments -> source code for Toxic Comment Classification Challenge."
"Kaggle Competition Source Code","wiki challenge","https://github.com/hammer/wikichallenge","wiki challenge - An implementation of Dell Zhang's solution to Wikipedia's Participation Challenge on Kaggle."
"Kaggle Competition Source Code","kaggle insults","https://github.com/amueller/kaggle_insults","kaggle insults - Kaggle Submission for ""Detecting Insults in Social Commentary""."
"Kaggle Competition Source Code","kaggle_acquire-valued-shoppers-challenge","https://github.com/MLWave/kaggle_acquire-valued-shoppers-challenge","kaggle_acquire-valued-shoppers-challenge - Code for the Kaggle acquire valued shoppers challenge."
"Kaggle Competition Source Code","kaggle-cifar","https://github.com/zygmuntz/kaggle-cifar","kaggle-cifar - Code for the CIFAR-10 competition at Kaggle, uses cuda-convnet."
"Kaggle Competition Source Code","kaggle-blackbox","https://github.com/zygmuntz/kaggle-blackbox","kaggle-blackbox - Deep learning made easy."
"Kaggle Competition Source Code","kaggle-accelerometer","https://github.com/zygmuntz/kaggle-accelerometer","kaggle-accelerometer - Code for Accelerometer Biometric Competition at Kaggle."
"Kaggle Competition Source Code","kaggle-advertised-salaries","https://github.com/zygmuntz/kaggle-advertised-salaries","kaggle-advertised-salaries - Predicting job salaries from ads - a Kaggle competition."
"Kaggle Competition Source Code","kaggle amazon","https://github.com/zygmuntz/kaggle-amazon","kaggle amazon - Amazon access control challenge."
"Kaggle Competition Source Code","kaggle-bestbuy_big","https://github.com/zygmuntz/kaggle-bestbuy_big","kaggle-bestbuy_big - Code for the Best Buy competition at Kaggle."
"Kaggle Competition Source Code","kaggle-bestbuy_small","https://github.com/zygmuntz/kaggle-bestbuy_small","kaggle-bestbuy_small"
"Kaggle Competition Source Code","Kaggle Dogs vs. Cats","https://github.com/kastnerkyle/kaggle-dogs-vs-cats","Kaggle Dogs vs. Cats - Code for Kaggle Dogs vs. Cats competition."
"Kaggle Competition Source Code","Kaggle Galaxy Challenge","https://github.com/benanne/kaggle-galaxies","Kaggle Galaxy Challenge - Winning solution for the Galaxy Challenge on Kaggle."
"Kaggle Competition Source Code","Kaggle Gender","https://github.com/zygmuntz/kaggle-gender","Kaggle Gender - A Kaggle competition: discriminate gender based on handwriting."
"Kaggle Competition Source Code","Kaggle Merck","https://github.com/zygmuntz/kaggle-merck","Kaggle Merck - Merck challenge at Kaggle."
"Kaggle Competition Source Code","Kaggle Stackoverflow","https://github.com/zygmuntz/kaggle-stackoverflow","Kaggle Stackoverflow - Predicting closed questions on Stack Overflow."
"Kaggle Competition Source Code","kaggle_acquire-valued-shoppers-challenge","https://github.com/MLWave/kaggle_acquire-valued-shoppers-challenge","kaggle_acquire-valued-shoppers-challenge - Code for the Kaggle acquire valued shoppers challenge."
"Kaggle Competition Source Code","wine-quality","https://github.com/zygmuntz/wine-quality","wine-quality - Predicting wine quality."
"Reinforcement Learning","DeepMind Lab","https://github.com/deepmind/lab","DeepMind Lab - DeepMind Lab is a 3D learning environment based on id Software's Quake III Arena via ioquake3 and other open source software. Its primary purpose is to act as a testbed for research in artificial intelligence, especially deep reinforcement learning."
"Reinforcement Learning","Gym","https://github.com/openai/gym","Gym - OpenAI Gym is a toolkit for developing and comparing reinforcement learning algorithms."
"Reinforcement Learning","Serpent.AI","https://github.com/SerpentAI/SerpentAI","Serpent.AI - Serpent.AI is a game agent framework that allows you to turn any video game you own into a sandbox to develop AI and machine learning experiments. For both researchers and hobbyists."
